City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,villa juarez,24.6536,-107.5411,35.14,31,20,0.0,MX,1699910025
296,khandud,36.9513,72.318,-7.18,58,0,0.48,AF,1699910025
297,as samu',31.3991,35.067,19.82,68,88,2.71,PS,1699910025
298,nova sintra,14.8667,-24.7167,23.86,72,66,2.77,CV,1699910026
299,puerto aysen,-45.4,-72.7,5.07,95,100,4.22,CL,1699910026
300,dolinsk,47.35,142.8,-5.16,81,32,2.93,RU,1699910026
301,samho-rodongjagu,39.9475,127.8711,2.47,48,21,1.49,KP,1699910026
302,xining,36.6167,101.7667,-0.48,64,0,0.83,CN,1699910026
303,simpang,-1.2667,104.0833,24.64,94,79,1.11,ID,1699910026
304,okha,53.5739,142.9478,-7.89,84,93,3.94,RU,1699910026
305,ketchikan,55.3422,-131.6461,6.99,70,0,3.6,US,1699910027
306,dagomys,43.6703,39.6689,12.97,77,100,3.96,RU,1699910027
307,lazaro cardenas,17.9583,-102.2,29.85,67,42,3.78,MX,1699910027
308,vadso,70.0744,29.7487,-9.91,92,40,7.2,NO,1699910027
309,xilin hot,43.9667,116.0333,-11.82,82,8,2.61,CN,1699910027
310,selkirk,50.1436,-96.8845,6.04,94,100,2.68,CA,1699910027
311,perevolotskiy,51.8763,54.1938,5.68,79,100,6.31,RU,1699910027
312,zag,46.9441,99.165,-14.54,86,52,1.54,MN,1699910027
313,hermanus,-34.4187,19.2345,16.06,78,3,8.98,ZA,1699910028
314,monte santo,-10.4378,-39.3328,29.32,24,3,2.25,BR,1699910028
315,igarka,67.4667,86.5833,-10.62,91,98,7.64,RU,1699910028
316,kamyzyak,46.11,48.0736,6.99,93,67,0.0,RU,1699910028
317,tupiza,-21.45,-65.7167,25.42,7,30,9.0,BO,1699909755
318,happy valley-goose bay,53.3168,-60.3315,-0.83,64,75,3.6,CA,1699910028
319,cidade velha,14.9167,-23.6167,27.26,47,0,4.63,CV,1699910028
320,mossendjo,-2.9506,12.7261,22.06,97,99,0.69,CG,1699910028
321,la mira,18.035,-102.3266,30.16,65,42,3.38,MX,1699910029
322,slave lake,55.2834,-114.769,2.99,48,75,1.54,CA,1699910029
323,tual,-5.6667,132.75,27.58,76,37,3.65,ID,1699910029
324,byron bay,-28.65,153.6167,20.39,72,78,0.33,AU,1699910029
325,greenville,35.6127,-77.3663,17.09,52,0,0.45,US,1699909451
326,sur,22.5667,59.5289,24.68,53,6,1.04,OM,1699910029
327,stanthorpe,-28.6667,151.95,15.79,99,86,2.5,AU,1699910029
328,wukari,7.85,9.7833,26.73,72,100,1.61,NG,1699910029
329,hadibu,12.65,54.0333,26.37,85,97,4.19,YE,1699910029
330,aranda de duero,41.6704,-3.6892,12.46,82,20,2.94,ES,1699910030
331,ancud,-41.8697,-73.8203,10.0,54,30,6.75,CL,1699910030
332,dingcheng,32.1272,115.0394,3.74,59,0,1.26,CN,1699910030
333,chishmy,54.5765,55.3764,4.89,86,100,8.48,RU,1699910030
334,nyurba,63.2842,118.3319,-13.35,97,100,2.28,RU,1699910030
335,ain oussera,35.4514,2.9058,16.46,37,6,1.98,DZ,1699910030
336,itaituba,-4.2761,-55.9836,36.57,30,100,0.99,BR,1699910030
337,umm kaddadah,13.6017,26.6876,30.4,22,51,5.4,SD,1699910030
338,port-vila,-17.7338,168.3219,23.78,78,100,5.66,VU,1699910031
339,pikeville,37.4793,-82.5188,19.62,31,0,3.6,US,1699909751
340,golfito,8.639,-83.166,27.83,85,86,1.55,CR,1699910031
341,orange,33.7,-117.7675,28.2,25,75,2.57,US,1699910031
342,tsiombe,-25.3,45.4833,21.31,79,100,1.84,MG,1699910031
343,ak-dovurak,51.1833,90.6,-7.16,90,100,0.89,RU,1699910031
344,dakhla,23.6848,-15.958,20.01,77,62,5.14,EH,1699910031
345,kurumkan,54.3,110.3,-9.37,92,96,1.79,RU,1699910031
346,mount gambier,-37.8333,140.7667,10.91,88,100,0.44,AU,1699910031
347,monrovia,6.3005,-10.7969,26.84,83,98,2.85,LR,1699909797
348,lebanon,36.2081,-86.2911,21.03,31,0,0.45,US,1699909787
349,biltine,14.5333,20.9167,32.3,26,100,2.29,TD,1699910032
350,katsuura,35.1333,140.3,10.39,52,2,3.78,JP,1699910032
351,kidal,18.4411,1.4078,26.48,12,0,4.65,ML,1699910032
352,kahta,37.7855,38.6237,14.65,54,100,2.2,TR,1699910032
353,fang,19.9169,99.2145,20.32,98,100,0.27,TH,1699910032
354,sabha,27.0377,14.4283,20.16,44,0,5.48,LY,1699909742
355,hilo,19.7297,-155.09,26.17,81,75,3.09,US,1699910032
356,cuamba,-14.8031,36.5372,22.92,79,85,1.18,MZ,1699910032
357,redencao,-4.2258,-38.7306,27.04,64,4,3.16,BR,1699910032
358,lusambo,-4.9667,23.45,21.59,94,100,0.68,CD,1699910033
359,zumaia,43.2947,-2.2534,21.85,61,99,3.2,ES,1699910033
360,berbera,10.4396,45.0143,27.73,71,100,2.78,SO,1699910033
361,zubova polyana,54.0771,42.8372,5.88,81,100,5.3,RU,1699910033
362,hasaki,35.7333,140.8333,6.22,47,0,6.59,JP,1699910033
363,coahuayana de hidalgo,18.7,-103.6583,32.37,54,58,2.42,MX,1699910034
364,tchintabaraden,15.8969,5.7985,25.79,12,5,3.86,NE,1699910034
365,san mateo del mar,16.2,-95.0,29.3,65,95,14.47,MX,1699910034
366,dalai,45.5,124.3,-12.07,94,5,2.24,CN,1699910034
367,san antonio de pale,-1.4014,5.6325,26.52,82,68,4.4,GQ,1699910034
368,mhamid,29.82,-5.72,22.77,25,98,1.1,MA,1699910035
369,sretensk,52.2453,117.7093,-10.2,90,70,1.05,RU,1699910035
370,vilyuchinsk,52.9306,158.4028,-2.26,83,100,3.91,RU,1699910035
371,kimbe,-5.5502,150.1429,25.47,78,62,1.72,PG,1699910036
372,kismayo,-0.3582,42.5454,27.26,80,100,4.3,SO,1699910036
373,talalayivka,50.9578,31.9209,3.86,88,12,3.68,UA,1699910036
374,vorgashor,67.5833,63.95,-17.7,97,94,3.17,RU,1699910036
375,svencioneliai,55.1667,26.0,3.81,79,96,4.63,LT,1699910036
376,zakamensk,50.3741,103.2863,-8.19,82,100,1.0,RU,1699910036
377,ceres,37.5949,-120.9577,23.36,41,0,1.54,US,1699910036
378,kristiansund,63.1115,7.732,0.36,69,0,3.09,NO,1699910036
379,punta del este,-34.9667,-54.95,16.09,65,75,4.63,UY,1699910037
380,la arena,-5.3466,-80.7109,28.81,49,3,7.95,PE,1699910037
381,borovichi,58.3878,33.9155,3.34,94,100,1.79,RU,1699910037
382,san isidro,-12.1167,-77.05,20.77,73,0,4.12,PE,1699910037
383,papao,-17.75,-149.55,30.82,89,100,5.44,PF,1699910037
384,steinbach,50.1667,8.5667,13.26,76,0,8.75,DE,1699909816
385,aasiaat,68.7098,-52.8699,-11.41,86,100,2.09,GL,1699910037
386,suntar,62.1444,117.6319,-8.25,95,100,2.76,RU,1699910037
387,dadukou,26.5479,101.7054,13.21,87,0,0.56,CN,1699910037
388,mar del plata,-38.0023,-57.5575,19.35,61,16,8.49,AR,1699910038
389,sakakah,29.9697,40.2064,22.76,27,79,4.79,SA,1699910038
390,qeshm,26.9581,56.2719,20.94,50,96,1.83,IR,1699910038
391,mumford,5.2618,-0.759,26.88,85,5,3.02,GH,1699910038
392,kodiak,57.79,-152.4072,6.73,42,0,11.83,US,1699910038
393,trenggalek,-8.05,111.7167,24.02,95,91,0.67,ID,1699910038
394,arak,34.0917,49.6892,11.83,30,75,0.99,IR,1699910038
395,caleta de carquin,-11.0925,-77.6267,21.59,77,91,4.59,PE,1699910038
396,kangding,30.0513,101.9603,5.86,43,0,3.34,CN,1699910038
397,inhambane,-23.865,35.3833,22.74,69,92,6.07,MZ,1699910039
398,lubang,13.8584,120.124,27.3,81,95,13.45,PH,1699910039
399,nogliki,51.8333,143.1667,-4.81,68,87,6.71,RU,1699910039
400,keetmanshoop,-26.5833,18.1333,27.1,8,2,5.47,NA,1699910039
401,mount isa,-20.7333,139.5,17.87,82,3,0.0,AU,1699910039
402,la ronge,55.1001,-105.2842,2.14,69,100,3.6,CA,1699910039
403,haiku-pauwela,20.9219,-156.3051,28.01,49,20,9.77,US,1699910039
404,taytay,14.5678,121.1394,27.17,86,100,3.37,PH,1699910039
405,touros,-5.1989,-35.4608,26.77,76,52,5.34,BR,1699910040
406,afaahiti,-17.75,-149.2833,29.93,85,100,4.71,PF,1699910040
407,saint-georges,12.0564,-61.7485,27.03,82,18,7.39,GD,1699910040
408,sharjah,25.3573,55.4033,24.99,72,0,1.54,AE,1699909765
409,januaria,-15.4833,-44.3667,32.03,24,3,2.23,BR,1699910040
410,pacific grove,36.6177,-121.9166,18.47,73,0,4.02,US,1699910040
411,torbat-e jam,35.244,60.6225,12.73,43,23,0.11,IR,1699910041
412,idri,27.5,13.2667,20.42,35,3,4.99,LY,1699910041
413,tari,12.4086,4.4914,27.03,13,22,4.52,NG,1699910041
414,ha tinh,18.3333,105.9,18.23,92,100,4.28,VN,1699910041
415,chul'man,56.8479,124.9104,-21.0,100,100,0.5,RU,1699910041
416,reggane,26.7158,0.1714,24.76,16,3,4.39,DZ,1699910042
417,caspe,41.234,-0.0395,18.51,62,48,3.64,ES,1699910042
418,sao vicente,-23.9631,-46.3919,40.15,26,19,3.87,BR,1699909929
419,saint-pierre,-21.3393,55.4781,21.98,68,40,4.12,RE,1699910042
420,port lincoln,-34.7333,135.8667,14.05,84,100,4.74,AU,1699910042
421,los barrios,36.1848,-5.4921,16.91,82,93,2.06,ES,1699910042
422,dhuusamarreeb,5.535,46.3861,25.47,78,21,3.7,SO,1699910042
423,macon,39.8667,-88.9668,18.26,25,0,5.14,US,1699910043
424,nouadhibou,20.931,-17.0347,24.99,44,47,3.6,MR,1699910043
425,buchanan,5.8808,-10.0467,26.33,88,35,2.72,LR,1699910043
426,sangueya,10.7,-14.3667,24.99,87,4,1.19,GN,1699910043
427,veraval,20.9,70.3667,26.16,33,100,3.81,IN,1699910043
428,sucua,-2.4667,-78.1667,30.41,42,40,3.09,EC,1699910043
429,celina,40.5489,-84.5702,15.86,37,0,5.27,US,1699910043
430,aksu,41.1231,80.2644,4.25,43,0,1.56,CN,1699910044
431,villa ojo de agua,-29.5,-63.6938,23.88,39,1,5.62,AR,1699910044
432,skuodas,56.2667,21.5333,4.88,80,59,1.81,LT,1699910044
433,alpena,45.0617,-83.4327,9.18,65,100,4.63,US,1699909849
434,ayancik,41.9447,34.5861,15.51,91,100,2.96,TR,1699910044
435,krasnovishersk,60.4078,57.082,1.9,98,100,3.72,RU,1699910044
436,archangelos,36.2149,28.1149,17.99,74,56,1.68,GR,1699910044
437,tayaman,13.2295,120.5726,25.37,92,99,5.66,PH,1699910045
438,ain taya,36.7933,3.2869,13.91,72,20,1.03,DZ,1699910045
439,leava,-14.3,-178.1667,28.28,85,93,5.62,WF,1699910045
440,banda aceh,5.5577,95.3222,26.15,86,100,4.9,ID,1699910045
441,oldenzaal,52.3,6.9333,12.62,80,45,6.71,NL,1699910045
442,alghero,40.5589,8.3181,18.05,100,0,3.6,IT,1699910045
443,lorengau,-2.0226,147.2712,26.83,82,73,2.02,PG,1699910046
444,st. john's,47.5649,-52.7093,0.54,80,100,2.57,CA,1699910042
445,tonj,7.2737,28.6822,25.57,71,70,1.57,SS,1699910046
446,trinity beach,-16.7888,145.6968,22.23,84,75,4.12,AU,1699910046
447,isola della scala,45.2722,11.009,8.5,84,40,1.54,IT,1699910046
448,kardonikskaya,43.8617,41.7194,8.86,72,97,2.34,RU,1699910018
449,bubaque,11.2833,-15.8333,28.53,71,7,5.63,GW,1699910047
450,refahiye,39.9008,38.7667,8.48,61,96,2.88,TR,1699910047
451,dallas,32.7668,-96.7836,19.27,43,0,3.6,US,1699909371
452,ilhabela,-23.7781,-45.3581,26.47,84,67,2.94,BR,1699910047
453,suya,9.4667,3.1833,25.4,30,8,1.32,NG,1699910047
454,sao joao da barra,-21.6403,-41.0511,28.05,86,100,5.43,BR,1699909875
455,dali,25.7,100.1833,10.81,90,0,1.45,CN,1699910048
456,santa marta de ortigueira,43.6833,-7.85,17.92,49,100,2.24,ES,1699910048
457,tarauaca,-8.1614,-70.7656,27.12,78,78,1.83,BR,1699910048
458,rongelap,11.1635,166.8941,27.97,85,100,8.61,MH,1699910048
459,metkovic,43.0542,17.6483,8.26,75,76,1.29,HR,1699910048
460,manakara,-22.1333,48.0167,21.77,93,4,2.49,MG,1699910048
461,jiehu,35.5428,118.455,-0.21,43,4,0.97,CN,1699910048
462,an nuhud,12.7,28.4333,29.99,26,23,4.31,SD,1699910049
463,vernal,40.4555,-109.5287,12.84,20,0,0.0,US,1699910049
464,strezhevoy,60.7333,77.5889,-10.02,93,40,3.13,RU,1699910049
465,angaur state,6.906,134.13,28.9,77,100,5.91,PW,1699910049
466,lejanias,3.5251,-74.0216,25.56,87,79,1.46,CO,1699910049
467,ulladulla,-35.35,150.4667,19.32,73,71,1.14,AU,1699910049
468,chernyshevsk,52.5243,117.0174,-11.03,89,52,0.72,RU,1699910050
469,cidreira,-30.1811,-50.2056,20.81,96,100,0.87,BR,1699910050
470,santa ana,33.7456,-117.8678,28.3,27,75,3.09,US,1699910050
471,juan de ayolas,-27.4,-56.9,25.01,92,99,3.78,PY,1699910050
472,stryi,49.2622,23.8561,2.66,80,38,2.61,UA,1699910050
473,turan,16.0678,108.2208,26.99,83,75,5.66,VN,1699910050
474,macheng,31.1783,115.0319,4.32,61,0,0.72,CN,1699910050
475,ciudad bolivar,8.1222,-63.5497,33.09,46,33,4.88,VE,1699909778
476,hastings,50.8552,0.5729,13.86,82,16,13.6,GB,1699910019
477,el granada,37.5027,-122.4694,21.91,72,0,4.12,US,1699910051
478,fort st. john,56.2499,-120.8529,-1.79,91,100,0.96,CA,1699909758
479,i-n-salah,27.1935,2.4607,22.66,22,0,5.33,DZ,1699910051
480,dryden,49.7833,-92.7503,3.16,70,0,4.12,CA,1699910051
481,judendorf,47.1333,13.8,5.27,99,93,1.47,AT,1699910051
482,presidencia de la plaza,-27.0015,-59.8424,19.89,98,100,3.64,AR,1699910051
483,praia da vitoria,38.7333,-27.0667,15.98,94,75,1.9,PT,1699910051
484,utete,-7.986,38.758,23.9,96,11,1.63,TZ,1699910052
485,sao jose da coroa grande,-8.8978,-35.1478,25.96,78,56,4.07,BR,1699910052
486,alaghsas,17.0187,8.0168,24.57,13,1,4.39,NE,1699910052
487,urzhar,47.093,81.6294,0.29,83,64,1.64,KZ,1699910052
488,foumban,5.7291,10.9001,17.53,91,87,0.63,CM,1699910052
489,coquimbo,-29.9533,-71.3436,17.55,64,67,5.32,CL,1699909876
490,ajdabiya,30.7554,20.2263,20.86,74,46,3.5,LY,1699910053
491,tsumeb,-19.2333,17.7167,27.89,29,83,3.48,NA,1699910053
492,terrace,54.5163,-128.6035,4.56,75,20,1.03,CA,1699910054
493,newman,37.3138,-121.0208,22.91,27,10,2.47,US,1699910055
494,ribeira brava,32.65,-17.0667,22.06,77,44,1.0,PT,1699910055
495,moroni,-11.7022,43.2551,26.49,84,5,1.39,KM,1699910055
496,lewistown,40.5992,-77.5714,14.53,70,0,2.06,US,1699910055
497,ayorou,14.7308,0.9174,28.04,10,0,4.53,NE,1699910055
498,morehead city,34.7229,-76.726,17.03,62,0,2.57,US,1699909848
499,jijiga,9.35,42.8,17.55,71,100,2.74,ET,1699910057
500,greymouth,-42.4667,171.2,14.33,97,100,7.07,NZ,1699910057
501,zanzibar,-6.1639,39.1979,25.27,91,2,1.67,TZ,1699910058
502,belo sur tsiribihina,-19.7,44.55,23.24,77,0,1.21,MG,1699910058
503,ikang,4.7898,8.5316,25.07,89,99,1.18,NG,1699910058
504,luza,60.6308,47.2512,3.78,97,100,3.74,RU,1699910059
505,baragua,21.6967,-78.6328,28.6,69,79,5.72,CU,1699910060
506,iwaki,37.05,140.8833,8.2,85,51,3.07,JP,1699910060
507,geraldton,-28.7667,114.6,21.23,83,100,4.63,AU,1699910060
508,pathein,16.7833,94.7333,23.84,91,23,2.39,MM,1699910061
509,korla,41.7597,86.1469,4.78,62,69,2.86,CN,1699910061
510,plastun,44.7561,136.2939,-5.27,72,0,3.49,RU,1699910061
511,najafabad,32.6344,51.3668,6.3,28,100,0.62,IR,1699910061
512,hotan,37.0997,79.9269,6.27,24,100,1.65,CN,1699910061
513,necochea,-38.5473,-58.7368,18.64,45,65,3.91,AR,1699910062
514,visakhapatnam,17.69,83.2093,23.81,76,100,3.06,IN,1699910062
515,sen monorom,12.45,107.2,20.67,90,98,3.25,KH,1699910062
516,ayr,55.4627,-4.6339,9.99,81,75,5.14,GB,1699910062
517,laguna,38.421,-121.4238,23.13,47,0,0.45,US,1699909878
518,guarapari,-20.6667,-40.4975,27.16,80,62,6.9,BR,1699909870
519,encantado,-29.2361,-51.8697,23.67,96,100,0.48,BR,1699910063
520,cibitoke,-2.8833,29.25,17.38,95,99,0.97,BI,1699910063
521,kerikeri,-35.2268,173.9474,18.28,84,77,4.02,NZ,1699909774
522,obigarm,38.7173,69.7088,5.59,42,0,3.24,TJ,1699910064
523,lahat,-3.8,103.5333,24.3,94,97,1.0,ID,1699910064
524,amuntai,-2.4177,115.2494,23.07,98,100,0.6,ID,1699910065
525,garhwa,24.1833,83.8167,17.62,67,93,1.17,IN,1699910065
526,balaipungut,1.05,101.2833,23.45,99,100,0.22,ID,1699910065
527,belyy yar,53.6039,91.3903,-11.06,85,81,0.0,RU,1699910065
528,mili,6.0815,171.735,28.21,80,100,5.58,MH,1699910065
529,colonia general alfredo stroessner,-25.3667,-55.7,27.87,78,95,2.31,PY,1699910066
530,remire-montjoly,4.9167,-52.2667,30.02,70,0,4.12,GF,1699910066
531,melitopol,46.8422,35.3731,8.26,74,100,1.45,UA,1699910066
532,raja,8.4596,25.678,25.89,69,54,0.5,SS,1699910066
533,chiredzi,-21.05,31.6667,22.9,61,0,5.81,ZW,1699910066
534,markaz-e hukumat-e darweshan,31.1323,64.1934,14.97,29,77,1.51,AF,1699910067
535,shalkar,47.8288,59.6258,5.55,79,100,6.4,KZ,1699910067
536,karratha,-20.7377,116.8463,21.32,66,67,6.04,AU,1699910067
537,tadine,-21.55,167.8833,23.04,56,86,7.57,NC,1699910068
538,ouesso,1.6136,16.0517,22.28,98,29,0.45,CG,1699910068
539,tofol,5.3248,163.0078,27.51,75,100,4.29,FM,1699910068
540,ananyiv,47.7201,29.9664,6.52,59,94,2.07,UA,1699910068
541,saint-francois,46.4154,3.9054,18.69,70,100,4.63,FR,1699910068
542,luau,-10.7073,22.2247,18.1,91,18,0.76,AO,1699910068
543,dunedin,-45.8742,170.5036,14.02,74,53,2.46,NZ,1699910069
544,pointe aux piments,-20.0628,57.5131,24.18,72,2,2.71,MU,1699910069
545,chui,-33.6971,-53.4616,16.41,88,100,6.17,UY,1699910069
546,antsiranana,-12.2787,49.2917,25.17,81,100,3.59,MG,1699910069
547,masterton,-40.9597,175.6575,13.82,53,71,3.93,NZ,1699909782
548,zakynthos,37.7914,20.8953,15.36,67,17,5.13,GR,1699910069
549,ebon,4.582,168.6964,28.1,73,100,0.8,MH,1699910069
550,hoemul-li,41.4339,129.67,2.58,44,0,1.96,KP,1699910070
551,kayangel,8.0823,134.7173,29.07,76,100,8.11,PW,1699910070
552,altay,47.8667,88.1167,-3.21,93,100,1.01,CN,1699910070
553,soligalich,59.0778,42.2864,2.05,96,100,4.77,RU,1699910070
554,sambava,-14.2667,50.1667,23.46,85,71,2.02,MG,1699910071
555,badger,64.8,-147.5333,-3.9,93,75,0.45,US,1699910071
556,zhovkva,50.0583,23.9726,3.09,82,38,3.58,UA,1699910071
557,nacala,-14.5428,40.6728,25.32,88,100,1.6,MZ,1699910071
558,itoman,26.1247,127.6694,19.01,63,40,3.6,JP,1699910071
559,karymskoye,51.6167,114.35,-12.96,95,45,1.53,RU,1699910071
560,trincomalee,8.5711,81.2335,25.89,87,100,2.9,LK,1699910072
561,jianshui,23.6363,102.8264,14.95,97,99,0.84,CN,1699910072
562,el porvenir,13.7617,-87.3458,26.63,83,99,0.84,HN,1699910072
563,minas de marcona,-15.2119,-75.1103,16.56,78,74,6.8,PE,1699910072
564,usogorsk,63.4106,48.6872,-0.74,94,100,4.21,RU,1699910072
565,sandakan,5.8402,118.1179,24.52,94,58,1.57,MY,1699910072
566,kutum,14.2,24.6667,27.65,26,100,5.58,SD,1699910072
567,fortuna,40.5982,-124.1573,18.51,69,0,0.0,US,1699909854
568,benguela,-12.5763,13.4055,26.07,80,94,0.49,AO,1699910073
569,den burg,53.0542,4.7972,13.98,73,100,13.89,NL,1699910073
570,motygino,58.1831,94.7592,-0.68,94,100,2.24,RU,1699910073
571,hirara,24.8,125.2833,20.92,68,75,6.17,JP,1699910073
572,labuan,5.2767,115.2417,27.99,78,99,3.39,MY,1699910073
573,argo,37.6333,22.7333,15.44,76,51,0.81,GR,1699910073
574,cabanillas del campo,40.6338,-3.2294,15.19,87,1,1.07,ES,1699910073
575,kudepsta,43.4944,39.8964,14.03,82,100,3.0,RU,1699910074
576,ambovombe,-25.1667,46.0833,21.41,81,71,2.41,MG,1699910074
577,grand falls-windsor,48.9332,-55.6649,0.84,77,100,1.51,CA,1699910074
578,beyneu,45.3167,55.2,8.86,42,52,8.94,KZ,1699910074
579,guerrero negro,27.9769,-114.0611,26.52,28,7,1.94,MX,1699910074
580,maloye ganyushkino,46.6,49.2667,10.49,70,70,2.5,KZ,1699910075
581,coxen hole,16.3244,-86.5366,28.6,79,20,5.14,HN,1699910075
582,kapit,2.0167,112.9333,23.18,100,98,0.44,MY,1699910075
583,ocean city,39.2776,-74.5746,10.01,67,0,4.06,US,1699910075
584,tabou,4.423,-7.3528,26.25,86,0,2.72,CI,1699910075
585,conception bay south,47.4999,-52.9981,0.41,80,100,1.98,CA,1699910076
586,kafr ash shaykh,31.1143,30.9401,19.78,84,0,2.6,EG,1699910076
587,faaa,-17.55,-149.6,30.98,66,20,3.09,PF,1699910076
588,bridgewater,44.3835,-64.5155,2.82,69,43,1.54,CA,1699910076
589,tamanrasset,22.785,5.5228,17.95,19,0,1.54,DZ,1699910076
590,el calafate,-50.3408,-72.2768,6.14,43,2,9.85,AR,1699910076
591,tevriz,57.509,72.4042,-0.55,95,100,1.64,RU,1699910076
592,jinka,5.65,36.65,18.01,90,88,1.2,ET,1699910076
593,gubkin,51.2817,37.5458,5.77,80,70,4.71,RU,1699910077
594,golere,16.2557,-14.1017,33.01,11,6,4.35,SN,1699910077
